arch,aug,epoch,train_loss,train_acc,val_loss,val_acc,lr
DeepCNN,aggressive,20,2.30382,0.09802,2.30326,0.0942,0.065451
DeepCNN,aggressive,21,2.30394,0.10044,2.30354,0.1002,0.062434
DeepCNN,aggressive,22,2.30385,0.09896,2.30328,0.0942,0.059369
DeepCNN,aggressive,23,2.30376,0.1002,2.3045,0.1028,0.056267
DeepCNN,aggressive,24,2.3035,0.10156,2.30449,0.0942,0.05314
DeepCNN,aggressive,25,2.30357,0.09753,2.30542,0.0976,0.05
DeepCNN,aggressive,26,2.30387,0.09782,2.30318,0.1014,0.04686
DeepCNN,aggressive,27,2.30327,0.10153,2.30254,0.1014,0.043733
DeepCNN,aggressive,28,2.30361,0.09636,2.30319,0.1024,0.040631
DeepCNN,aggressive,29,2.3034,0.09931,2.30374,0.1024,0.037566
DeepCNN,aggressive,30,2.30336,0.09984,2.30265,0.1014,0.034549
DeepCNN,aggressive,31,2.30333,0.09869,2.30297,0.1,0.031594
DeepCNN,aggressive,32,2.30317,0.09953,2.30332,0.1024,0.028711
DeepCNN,aggressive,33,2.30324,0.09691,2.30283,0.1028,0.025912
DeepCNN,aggressive,34,2.30312,0.09729,2.30324,0.1002,0.023209
DeepCNN,aggressive,35,2.30316,0.09824,2.30308,0.0942,0.020611
DeepCNN,aggressive,36,2.303,0.09969,2.3031,0.1,0.018129
DeepCNN,aggressive,37,2.30294,0.09927,2.30336,0.0942,0.015773
DeepCNN,aggressive,38,2.30294,0.098,2.3031,0.0942,0.013552
DeepCNN,aggressive,39,2.30286,0.10007,2.30289,0.0942,0.011474
DeepCNN,aggressive,40,2.30284,0.09722,2.30271,0.1,0.009549
DeepCNN,aggressive,41,2.30282,0.09836,2.30275,0.1002,0.007784
DeepCNN,aggressive,42,2.3028,0.0972,2.30257,0.1014,0.006185
DeepCNN,aggressive,43,2.30274,0.09811,2.30277,0.1002,0.004759
DeepCNN,aggressive,44,2.30271,0.09867,2.30282,0.0942,0.003511
DeepCNN,aggressive,45,2.30269,0.0976,2.30279,0.0942,0.002447
DeepCNN,aggressive,46,2.30265,0.09782,2.30279,0.0942,0.001571
DeepCNN,aggressive,47,2.30263,0.09996,2.30277,0.0942,0.000886
DeepCNN,aggressive,48,2.30261,0.09962,2.30275,0.0942,0.000394
DeepCNN,aggressive,49,2.30259,0.09864,2.30275,0.0942,9.9e-05
DeepCNN,aggressive,50,2.30258,0.10064,2.30275,0.0942,0.0
